DATA,PM2.5,PM10,SO2,NO2,CO,O3,TEMP
2013-03-04,40.0,85.0,40.0,76.0,800.0,39.0,8.4
2013-03-04,51.0,91.0,46.0,85.0,1000.0,31.0,8.6
2013-03-04,58.0,94.0,46.0,86.0,1100.0,84.0,7.7
2013-03-05,71.0,108.0,66.0,78.0,1100.0,84.0,4.7
2013-03-05,91.0,127.0,75.0,75.0,1200.0,84.0,1.1
2013-03-05,100.0,129.0,58.0,79.0,1200.0,84.0,-0.6
2013-03-05,103.0,130.0,66.0,83.0,1399.0,84.0,0.2
2013-03-05,115.0,151.0,76.0,92.0,2299.0,84.0,1.8
2013-03-05,117.0,153.0,91.0,91.0,2399.0,84.0,0.6
2013-03-05,104.0,145.0,94.0,89.0,2200.0,84.0,-0.2
2013-03-05,106.0,146.0,82.0,87.0,2299.0,84.0,2.9
2013-03-05,111.0,147.0,101.0,87.0,2399.0,84.0,5.1
2013-03-05,114.0,159.0,114.0,92.0,2899.0,84.0,7.7
2013-03-05,131.0,177.0,107.0,104.0,2700.0,84.0,9.4
2013-03-05,138.0,184.0,109.0,115.0,2299.0,84.0,10.6
2013-03-05,142.0,184.0,104.0,136.0,2299.0,15.0,11.9
2013-03-05,163.0,193.0,94.0,147.0,2200.0,84.0,12.6
2013-03-05,168.0,182.0,85.0,158.0,2100.0,84.0,13.5
2013-03-05,165.0,171.0,85.0,172.0,2200.0,78.0,13.8
2013-03-05,166.0,186.0,97.0,194.0,2700.0,78.0,13.2
2013-03-05,190.0,218.0,101.0,204.0,2799.0,75.0,12.1
2013-03-05,203.0,248.0,107.0,197.0,2500.0,53.0,9.0
2013-03-05,210.0,255.0,103.0,188.0,2200.0,40.0,5.3
2013-03-05,205.0,244.0,106.0,189.0,2500.0,39.0,3.3
2013-03-05,215.0,252.0,93.0,178.0,3100.0,31.0,2.9
2013-03-05,219.0,253.0,92.0,169.0,3200.0,29.0,5.2
2013-03-05,226.0,269.0,147.0,184.0,4400.0,29.0,4.9
2013-03-06,284.0,315.0,133.0,174.0,4000.0,28.0,4.9
2013-03-06,272.0,300.0,131.0,166.0,4000.0,22.0,4.8
2013-03-06,242.0,265.0,109.0,146.0,3200.0,22.0,4.1
2013-03-06,212.0,229.0,90.0,141.0,2600.0,22.0,4.0
2013-03-06,192.0,203.0,83.6808,140.4252,2550.0,22.0,3.9
2013-03-06,188.0,194.0,92.0,143.0,2500.0,22.0,4.1
2013-03-06,186.0,194.0,94.0,131.0,2600.0,22.0,4.5
2013-03-06,188.0,196.0,92.0,129.0,2700.0,22.0,5.7
2013-03-06,194.0,205.0,102.0,113.0,2500.0,22.0,6.6
2013-03-06,184.0,198.0,98.0,102.0,2399.0,22.0,7.5
2013-03-06,175.0,198.0,107.0,103.0,2600.0,22.0,8.7
2013-03-06,179.0,212.0,119.0,105.0,2399.0,22.0,10.1
2013-03-06,192.0,219.0,124.0,113.0,2299.0,22.0,11.1
2013-03-06,201.0,233.0,126.0,136.0,2700.0,22.0,12.6
2013-03-06,230.0,265.0,130.0,146.0,2799.0,14.0,14.5
2013-03-06,246.0,277.0,140.0,157.0,2899.0,10.0,14.7
2013-03-06,248.0,285.0,154.0,146.0,2799.0,17.0,14.2
2013-03-06,230.0,276.0,145.0,171.0,3200.0,17.0,11.6
2013-03-06,239.0,291.0,142.0,177.0,3500.0,17.0,6.8
2013-03-06,242.0,338.0,124.0,164.0,3700.0,17.0,5.1
2013-03-06,254.0,396.0,107.0,154.0,4200.0,17.0,4.4
2013-03-06,266.0,380.0,117.0,159.0,3799.0,17.0,3.8
2013-03-06,254.0,335.0,111.0,148.0,4099.0,17.0,2.4
2013-03-06,260.0,360.0,119.0,145.0,4000.0,17.0,2.3
2013-03-07,250.0,319.0,102.0,139.0,4000.0,17.0,1.5
2013-03-07,240.0,297.0,91.0,127.0,4000.0,17.0,0.7
2013-03-07,238.0,294.0,83.0,133.0,4000.0,17.0,1.5
2013-03-07,243.0,293.0,86.0,121.0,4099.0,17.0,0.3
2013-03-07,246.0,304.0,57.0,113.0,5000.0,17.0,-0.9
2013-03-07,275.0,337.0,46.0,103.0,5599.0,17.0,1.6
2013-03-07,306.0,366.0,41.0,114.0,5700.0,17.0,0.3
2013-03-07,320.0,374.0,46.0,124.0,4599.0,17.0,2.4
2013-03-07,292.0,344.0,78.0,106.0,3700.0,17.0,8.3
2013-03-07,251.0,282.0,182.0,116.0,3299.0,17.0,10.1
2013-03-07,228.0,255.0,166.0,135.0,3200.0,17.0,12.7
2013-03-07,217.0,255.0,169.0,171.0,4000.0,17.0,16.5
2013-03-07,255.0,311.0,154.0,201.0,4000.0,17.0,17.1
2013-03-07,258.0,283.0,111.0,226.0,3700.0,17.0,17.7
2013-03-07,277.0,284.0,102.0,167.0,2899.0,39.0,18.3
2013-03-07,282.0,326.0,79.0,130.0,2399.0,61.0,18.6
2013-03-07,267.0,310.0,62.0,97.0,1899.0,80.0,17.9
2013-03-07,216.0,257.0,64.0,86.0,1600.0,84.0,15.4
2013-03-07,201.0,255.0,76.0,125.0,1899.0,84.0,14.4
2013-03-07,211.0,287.0,79.0,173.0,2399.0,10.0,13.4
2013-03-07,227.0,298.0,99.0,207.0,3399.0,84.0,11.8
2013-03-07,282.0,377.0,114.0,213.0,4000.0,84.0,9.2
2013-03-07,363.0,452.0,126.0,210.0,4000.0,84.0,7.5
2013-03-07,376.0,426.0,128.0,209.0,3799.0,84.0,6.6
2013-03-08,344.0,389.0,107.0,195.0,3799.0,84.0,4.1
2013-03-08,339.0,370.0,90.0,177.0,4099.0,84.0,3.3
2013-03-08,339.0,400.0,80.5,162.0,3899.0,84.0,2.5
2013-03-08,324.0,373.0,71.0,154.0,3599.0,84.0,1.8
2013-03-08,322.0,345.0,62.0,149.0,3299.0,84.0,1.3
2013-03-08,315.0,346.0,47.0,144.0,3200.0,84.0,1.4
2013-03-08,310.0,327.0,45.0,146.0,3299.0,84.0,1.1
2013-03-08,309.0,318.0,44.0,145.0,4099.0,84.0,5.7
2013-03-08,310.0,337.0,88.0,137.0,4900.0,84.0,10.9
2013-03-08,326.0,371.0,144.0,149.0,5200.0,84.0,16.9
2013-03-08,326.0,844.0,125.9496,179.2269,4150.0,84.0,19.1
2013-03-08,219.0,362.0,83.0,160.0,3100.0,84.0,20.5
2013-03-08,104.0,194.0,37.0,101.0,1399.0,84.0,21.7
2013-03-08,121.0,225.0,40.0,96.0,1300.0,84.0,22.5
2013-03-08,184.0,348.0,49.0,104.0,1800.0,84.0,17.4
2013-03-08,330.0,508.0,102.0,139.0,3600.0,84.0,13.9
2013-03-08,172.0,284.0,84.0,84.0,1700.0,84.0,11.9
2013-03-08,114.0,181.0,68.0,68.0,1100.0,68.0,10.3
2013-03-08,82.0,128.0,55.0,63.0,900.0,68.0,9.3
2013-03-08,84.0,123.0,46.0,73.0,1100.0,68.0,8.0
2013-03-08,91.0,104.0,48.0,65.0,1000.0,68.0,7.9
2013-03-08,81.0,87.0,43.0,61.0,1100.0,68.0,7.2
2013-03-08,90.0,102.0,45.0,68.0,1399.0,68.0,6.3
2013-03-08,79.0,85.0,53.0,63.0,1500.0,68.0,5.7
2013-03-09,49.0,67.0,53.0,70.0,1600.0,68.0,3.6
2013-03-09,89.0,91.0,54.0,84.0,1899.0,68.0,2.1
2013-03-09,89.0,97.0,44.0,97.0,2299.0,68.0,1.4
2013-03-09,98.0,125.0,42.0,94.0,2299.0,68.0,1.1
2013-03-09,97.0,118.0,52.0,97.0,2399.0,68.0,1.8
2013-03-09,102.0,123.0,52.0,93.0,2500.0,68.0,3.2
2013-03-09,110.0,153.0,44.0,83.0,2600.0,68.0,2.8
2013-03-09,108.0,143.0,51.0,85.0,2100.0,68.0,4.6
2013-03-09,104.0,139.0,70.0,82.0,2100.0,68.0,8.4
2013-03-09,113.0,166.0,108.0,86.0,1899.0,68.0,16.3
2013-03-09,145.0,272.0,122.0,86.0,2200.0,68.0,16.7
2013-03-09,69.0,587.0,50.0,21.0,400.0,68.0,14.3
2013-03-09,78.0,607.5,10.0,10.0,300.0,68.0,12.4
2013-03-09,49.0,628.0,4.0,7.0,300.0,76.0,10.3
2013-03-09,47.0,662.0,3.0,6.0,300.0,81.0,10.5
2013-03-09,28.0,443.0,3.0,8.0,300.0,81.0,10.2
2013-03-09,21.0,263.0,3.0,9.0,300.0,81.0,10.5
2013-03-09,14.0,251.0,4.0,9.0,300.0,81.0,8.6
2013-03-09,17.0,205.0,4.0,10.0,300.0,81.0,7.4
2013-03-09,15.0,107.0,5.0,10.0,400.0,81.0,6.4
2013-03-09,18.0,104.0,4.0,7.0,400.0,82.0,5.6
2013-03-09,12.0,58.0,4.0,8.0,400.0,82.0,4.8
2013-03-09,11.0,34.0,6.0,8.0,300.0,82.0,3.8
2013-03-09,6.0,19.0,8.0,10.0,400.0,82.0,0.8
2013-03-10,11.0,15.0,6.0,16.0,400.0,82.0,-0.5
2013-03-10,11.0,16.0,10.0,25.0,400.0,82.0,-0.2
2013-03-10,6.0,18.0,14.0,41.0,400.0,82.0,-2.1
2013-03-10,10.0,25.0,17.0,55.0,500.0,82.0,-2.0
2013-03-10,18.0,63.0,17.0,76.0,500.0,82.0,-1.3
2013-03-10,21.0,35.0,18.0,80.0,700.0,82.0,-1.8
2013-03-10,18.0,21.0,21.0,73.0,800.0,82.0,-2.0
2013-03-10,24.0,46.0,21.0,82.0,1500.0,82.0,3.5
2013-03-10,31.0,74.0,33.0,84.0,1300.0,82.0,5.3
2013-03-10,26.0,75.0,34.0,69.0,900.0,82.0,6.8
2013-03-10,27.0,63.0,28.0,55.0,700.0,82.0,8.3
2013-03-10,30.0,59.0,20.0,40.0,800.0,82.0,9.8
2013-03-10,28.0,56.0,21.0,34.0,700.0,82.0,10.4
2013-03-10,34.0,52.0,20.0,30.0,600.0,82.0,11.2
2013-03-10,28.0,54.0,17.0,28.0,500.0,82.0,11.4
2013-03-10,37.0,71.0,17.0,27.0,500.0,82.0,11.3
2013-03-10,36.0,94.0,18.0,26.0,500.0,84.0,10.4
2013-03-10,38.0,117.0,25.0,33.0,500.0,84.0,9.1
2013-03-10,44.0,106.0,27.0,34.0,600.0,84.0,8.2
2013-03-10,60.0,102.0,28.0,39.0,700.0,84.0,7.7
2013-03-10,70.0,115.0,33.0,61.0,800.0,84.0,7.4
2013-03-10,64.0,114.0,28.0,62.0,800.0,84.0,6.5
2013-03-10,70.0,123.0,31.0,60.0,900.0,84.0,5.9
2013-03-10,81.0,140.0,46.0,62.0,1000.0,84.0,3.0
2013-03-11,90.0,147.0,55.0,69.0,1100.0,84.0,0.3
2013-03-11,95.0,156.0,57.0,78.0,1100.0,84.0,-0.7
2013-03-11,95.0,140.0,53.0,76.0,1100.0,84.0,-1.7
2013-03-11,96.0,138.0,56.0,78.0,1100.0,84.0,-2.1
2013-03-11,97.0,140.0,55.0,80.0,1100.0,84.0,-1.6
2013-03-11,106.0,146.0,49.0,76.0,1200.0,84.0,-2.3
2013-03-11,114.0,147.0,40.0,76.0,1600.0,84.0,-2.1
2013-03-11,112.0,155.0,62.0,77.0,2100.0,84.0,1.3
2013-03-11,113.0,184.0,71.0,77.0,2600.0,84.0,3.1
2013-03-11,120.0,196.0,96.0,89.0,2500.0,84.0,4.6
2013-03-11,141.0,205.0,102.0,97.0,2500.0,84.0,6.7
2013-03-11,140.0,198.0,96.0,105.0,2299.0,84.0,7.6
2013-03-11,149.0,207.0,99.0,118.0,2200.0,84.0,9.7
2013-03-11,150.0,189.0,114.0,124.0,2100.0,84.0,11.3
2013-03-11,114.0,151.0,99.0,80.0,1100.0,84.0,11.4
2013-03-11,106.0,133.0,96.0,69.0,1000.0,84.0,10.7
2013-03-11,113.0,162.0,109.0,76.0,1100.0,76.0,10.4
2013-03-11,132.0,198.0,148.0,90.0,1700.0,76.0,9.7
2013-03-11,149.0,253.0,161.0,100.0,2100.0,71.0,9.7
2013-03-11,144.0,233.0,90.0,98.0,1500.0,51.0,9.6
2013-03-11,156.0,214.0,103.0,116.0,1899.0,47.0,9.8
2013-03-11,174.0,246.0,124.0,121.0,2200.0,47.0,9.6
2013-03-11,152.0,196.0,88.0,109.0,1600.0,47.0,9.3
2013-03-11,113.0,145.0,62.0,97.0,1300.0,47.0,8.6
2013-03-12,89.0,124.0,50.0,80.0,1100.0,47.0,6.3
2013-03-12,106.0,161.0,56.0,91.0,1600.0,47.0,4.8
2013-03-12,125.0,159.0,56.0,86.0,1899.0,47.0,5.3
2013-03-12,117.0,127.0,73.0,81.0,1649.0,47.0,6.4
2013-03-12,112.0,140.0,68.0,81.0,1399.0,47.0,4.3
2013-03-12,140.0,237.0,34.0,74.0,2100.0,47.0,4.7
2013-03-12,146.0,165.0,22.0,66.0,2100.0,47.0,4.1
2013-03-12,115.0,121.0,21.0,77.0,2100.0,47.0,3.5
2013-03-12,120.0,122.0,17.0,78.0,1600.0,47.0,3.1
2013-03-12,116.0,90.0,16.0,76.0,1600.0,47.0,3.4
2013-03-12,123.0,94.0,16.0,71.0,1700.0,47.0,3.7
2013-03-12,130.0,104.0,16.0,69.0,1800.0,47.0,4.4
2013-03-12,132.0,87.0,14.0,75.0,1600.0,47.0,4.8
2013-03-12,129.0,84.0,15.0,68.0,1500.0,47.0,5.3
2013-03-12,139.0,102.0,15.0,67.0,1600.0,47.0,5.6
2013-03-12,135.0,93.0,15.0,63.0,1600.0,39.0,6.4
2013-03-12,133.0,102.0,17.0,63.0,1500.0,28.0,6.6
2013-03-12,141.0,107.0,19.0,70.0,1600.0,21.0,6.4
2013-03-12,124.0,131.0,21.0,79.0,1800.0,20.0,5.8
2013-03-12,137.0,140.0,20.0,75.0,2000.0,12.0,3.3
2013-03-12,160.0,140.0,17.0,74.0,1800.0,12.0,2.9
2013-03-12,140.0,101.0,16.0,68.0,1700.0,12.0,3.6
2013-03-12,88.0,31.0,16.0,63.0,1100.0,12.0,1.9
2013-03-12,50.0,50.0,30.0,54.0,800.0,17.0,3.8
2013-03-13,22.0,22.0,28.0,21.0,400.0,56.0,3.4
2013-03-13,10.0,10.0,16.0,14.0,300.0,68.0,2.7
2013-03-13,10.0,10.0,12.0,16.0,300.0,68.0,2.8
2013-03-13,7.0,7.0,11.0,15.0,300.0,69.0,2.4
2013-03-13,11.0,11.0,11.0,16.0,400.0,69.0,0.3
2013-03-13,3.0,6.0,13.0,20.0,400.0,69.0,-0.9
2013-03-13,3.0,6.0,17.0,24.0,500.0,69.0,0.8
2013-03-13,3.0,8.0,21.0,40.0,600.0,69.0,3.7
2013-03-13,8.0,18.0,35.0,62.0,700.0,69.0,4.8
2013-03-13,20.0,24.0,27.0,43.0,600.0,69.0,5.5
2013-03-13,16.0,25.0,22.0,32.0,500.0,69.0,6.4
2013-03-13,14.0,6.0,14.0,26.0,400.0,69.0,6.6
2013-03-13,12.0,6.0,10.0,19.0,400.0,71.0,7.6
2013-03-13,17.0,6.0,11.0,24.0,400.0,71.0,8.5
2013-03-13,15.0,6.0,10.0,19.0,400.0,77.0,9.5
2013-03-13,3.0,9.0,11.0,24.0,400.0,77.0,9.7
2013-03-13,3.0,6.0,11.0,26.0,400.0,77.0,9.1
2013-03-13,3.0,11.0,12.0,37.0,500.0,77.0,7.1
2013-03-13,23.0,38.0,12.0,52.0,600.0,77.0,6.1
2013-03-13,31.0,59.0,15.0,64.0,700.0,77.0,5.5
2013-03-13,37.0,47.0,16.0,64.0,700.0,77.0,5.0
2013-03-13,35.0,39.0,16.0,67.0,700.0,77.0,4.8
2013-03-13,37.0,39.0,18.0,67.0,700.0,77.0,4.0
2013-03-13,42.0,45.0,21.0,74.0,800.0,77.0,2.9
2013-03-14,62.0,113.0,19.0,71.0,1100.0,77.0,2.5
2013-03-14,71.0,88.0,11.0,67.0,1399.0,77.0,1.6
2013-03-14,60.0,66.0,10.0,65.0,1399.0,77.0,1.3
2013-03-14,65.0,53.0,11.0,60.0,1200.0,77.0,-0.1
2013-03-14,49.0,53.0,12.0,57.0,1200.0,77.0,-0.5
2013-03-14,72.0,77.0,12.0,67.0,1500.0,77.0,-0.8
2013-03-14,73.0,75.0,10.0,64.0,1600.0,77.0,-0.8
2013-03-14,69.0,77.0,10.0,55.0,1399.0,77.0,-0.4
2013-03-14,72.0,81.0,11.0,54.0,1500.0,77.0,0.5
2013-03-14,84.0,95.0,22.0,57.0,1500.0,77.0,2.2
2013-03-14,101.0,117.0,57.0,61.0,1600.0,77.0,3.9
2013-03-14,111.0,112.0,67.0,66.0,1600.0,77.0,5.5
2013-03-14,97.0,125.0,61.0,77.0,1700.0,77.0,7.2
2013-03-14,104.0,117.0,65.0,78.0,1399.0,77.0,8.7
2013-03-14,108.0,115.0,111.0,60.0,900.0,74.0,9.9
2013-03-14,105.0,112.0,116.0,56.0,1000.0,74.0,9.3
2013-03-14,105.0,115.0,112.0,60.0,1000.0,64.0,8.6
2013-03-14,106.0,126.0,113.0,66.0,1000.0,52.0,7.6
2013-03-14,115.0,136.0,99.0,74.0,1100.0,52.0,6.8
2013-03-14,119.0,137.0,74.0,78.0,1100.0,52.0,6.2
2013-03-14,115.0,118.0,74.0,97.0,1200.0,52.0,5.9
2013-03-14,119.0,130.0,61.0,102.0,1399.0,52.0,3.5
2013-03-14,140.0,158.0,54.0,100.0,1600.0,52.0,1.4
2013-03-14,162.0,179.0,54.0,97.0,1700.0,52.0,1.6
2013-03-15,165.0,176.0,46.0,91.0,1700.0,52.0,2.3
2013-03-15,180.0,211.0,42.0,80.0,2700.0,52.0,2.4
2013-03-15,183.0,218.0,44.0,85.0,2700.0,52.0,2.0
2013-03-15,182.0,200.0,42.0,87.0,2500.0,52.0,1.5
2013-03-15,173.0,189.0,36.0,82.0,2399.0,52.0,1.0
2013-03-15,166.0,177.0,33.0,80.0,2200.0,52.0,0.7
2013-03-15,163.0,170.0,37.0,79.0,2100.0,52.0,0.6
2013-03-15,137.0,156.0,43.0,75.0,1899.0,52.0,2.4
2013-03-15,164.0,174.0,71.0,70.0,2100.0,52.0,4.2
2013-03-15,172.0,185.0,117.0,75.0,2200.0,52.0,6.4
2013-03-15,173.0,186.0,118.0,75.0,2000.0,4.0,8.1
2013-03-15,3.0,3.0,130.0,76.0,1600.0,15.0,9.0
2013-03-15,110.0,331.0,125.0,91.0,1700.0,17.0,10.3
2013-03-15,227.0,261.0,118.0,96.0,1700.0,52.0,12.0
2013-03-15,236.0,279.0,107.0,112.0,1899.0,52.0,12.2
2013-03-15,256.0,305.0,102.0,147.0,2299.0,52.0,12.3
2013-03-15,287.0,343.0,100.0,150.0,2100.0,43.0,11.5
2013-03-15,278.0,320.0,91.0,113.0,1700.0,42.0,10.6
2013-03-15,269.0,319.0,79.0,96.0,1700.0,44.0,9.1
2013-03-15,286.0,324.0,68.0,104.0,1800.0,44.0,7.0
2013-03-15,304.0,343.0,64.0,126.0,2000.0,44.0,6.3
2013-03-15,312.0,348.0,61.0,132.0,2100.0,44.0,7.1
2013-03-15,316.0,367.0,63.0,126.0,2500.0,44.0,7.3
2013-03-15,353.0,430.0,77.0,138.0,3200.0,44.0,7.3
2013-03-16,355.0,411.0,63.0,118.0,3299.0,44.0,6.5
2013-03-16,328.0,357.0,49.0,111.0,2700.0,44.0,5.9
2013-03-16,308.0,330.0,49.0,113.0,2399.0,44.0,5.9
2013-03-16,304.0,332.0,55.0,108.0,2199.5,44.0,5.6
2013-03-16,314.0,316.0,51.0,108.0,2000.0,44.0,3.9
2013-03-16,276.0,300.0,47.0,91.0,1800.0,44.0,5.3
2013-03-16,276.0,293.0,50.0,87.0,1800.0,44.0,4.8
2013-03-16,275.0,297.0,38.0,84.0,2100.0,44.0,6.0
2013-03-16,278.0,294.0,44.0,82.0,2200.0,44.0,8.4
2013-03-16,272.0,289.0,112.0,87.0,2100.0,44.0,10.7
2013-03-16,264.0,273.0,138.0,90.0,1899.0,44.0,12.6
2013-03-16,270.0,243.0,109.0,88.0,1800.0,44.0,13.5
2013-03-16,227.0,207.0,88.0,84.0,1899.0,54.0,14.0
2013-03-16,183.0,189.0,86.0,70.0,1899.0,80.0,14.1
2013-03-16,166.0,169.0,76.0,61.0,1700.0,92.0,14.5
2013-03-16,150.0,167.0,71.0,62.0,1700.0,94.0,13.6
2013-03-16,165.0,212.0,80.0,78.0,2299.0,94.0,12.9
2013-03-16,185.0,204.0,85.0,81.0,2700.0,94.0,12.4
2013-03-16,216.0,217.0,83.0,90.0,2899.0,94.0,12.0
2013-03-16,188.0,217.0,75.0,101.0,2600.0,94.0,10.8
2013-03-16,197.0,223.0,61.0,85.0,2200.0,94.0,10.0
2013-03-16,228.0,242.0,56.0,90.0,2100.0,94.0,9.2
2013-03-16,242.0,204.0,59.0,108.0,2100.0,94.0,8.3
2013-03-16,210.0,204.0,58.0,92.0,1800.0,94.0,7.8
2013-03-17,166.0,192.0,50.0,86.0,1500.0,94.0,7.2
2013-03-17,162.0,194.0,48.0,90.0,1700.0,94.0,6.5
2013-03-17,176.0,211.0,45.0,95.0,2100.0,94.0,5.6
2013-03-17,217.0,219.0,43.0,98.0,2500.0,94.0,6.8
2013-03-17,183.0,195.0,46.0,86.0,2299.0,94.0,5.9
